BJD,JD,V,V_error
2457808.4249229,2457808.42357,16.884,0.0192218319
2457808.42504289,2457808.42369,16.842,0.0192591093
2457808.42515289,2457808.4238,16.904,0.0182544874
2457808.42527289,2457808.42392,16.9093333333,0.0192394715
2457808.42538288,2457808.42403,16.904,0.0201613199
2457808.42550288,2457808.42415,16.8713333333,0.0192591093
2457808.42562287,2457808.42427,16.847,0.0202682341
2457808.42573287,2457808.42438,16.877,0.0191270029
2457808.42585287,2457808.4245,16.889,0.0201968634
2457808.42596287,2457808.42461,16.833,0.0192218319
2457808.42608286,2457808.42473,16.8236666667,0.0193514795
2457808.42620286,2457808.42485,16.813,0.0202127916
2457808.42631286,2457808.42496,16.7613333333,0.0192934027
2457808.42643285,2457808.42508,16.8343333333,0.0192579983
2457808.42654285,2457808.42519,16.763,0.0183639698
2457808.42666285,2457808.42531,16.776,0.0174423446
2457808.42678284,2457808.42543,16.7733333333,0.0173631455
2457808.42689284,2457808.42554,16.737,0.0183073009
2457808.42701284,2457808.42566,16.818,0.0182887622
2457808.42712283,2457808.42577,16.8463333333,0.0183279375
2457808.42724283,2457808.42589,16.798,0.0164897936
2457808.42735283,2457808.426,16.8013333333,0.0182887622
2457808.42747282,2457808.42612,16.8456666667,0.0192218319
2457808.42759282,2457808.42624,16.821,0.0173446006
2457808.42770282,2457808.42635,16.8483333333,0.0183639698
2457808.42782281,2457808.42647,16.9056666667,0.0201613199
2457808.42793281,2457808.42658,16.9183333333,0.0211555417
2457808.42805281,2457808.4267,17.0086666667,0.0221033243
2457808.4281728,2457808.42682,17.0376666667,0.0220887594
2457808.4282828,2457808.42693,16.9883333333,0.0201968634
2457808.4284028,2457808.42705,16.963,0.0192050819
2457808.42851279,2457808.42716,16.9163333333,0.0201968634
2457808.42863279,2457808.42728,16.8996666667,0.0192394715
2457808.42875279,2457808.4274,16.9383333333,0.0201968634
2457808.42886278,2457808.42751,16.923,0.0211555417
2457808.42898278,2457808.42763,16.899,0.0202523496
2457808.42909278,2457808.42774,16.9576666667,0.0221693428
2457808.42921277,2457808.42786,17.0203333333,0.0211224351
2457808.42933277,2457808.42798,17.076,0.0229964165
2457808.42944277,2457808.42809,17.0316666667,0.0221033243
2457808.42956276,2457808.42821,16.985,0.0211884077
2457808.42967276,2457808.42832,17.0586666667,0.022118666
2457808.42979276,2457808.42844,17.0933333333,0.0220887594
2457808.42990275,2457808.42855,17.0196666667,0.021045743
2457808.43002275,2457808.42867,17.0183333333,0.0211715702
2457808.43014274,2457808.42879,17.0243333333,0.0211555417
2457808.43025274,2457808.4289,17.028,0.0220562649
2457808.43037274,2457808.42902,17.0716666667,0.0220877907
2457808.43048274,2457808.42913,17.1053333333,0.0230555187
2457808.43060273,2457808.42925,17.09,0.0229964165
2457808.43072273,2457808.42937,17.0316666667,0.0202127916
2457808.43083273,2457808.42948,16.9926666667,0.0211555417
2457808.43095272,2457808.4296,17.0386666667,0.0219982567
2457808.43106272,2457808.42971,16.9733333333,0.0211884077
2457808.43118272,2457808.42983,17.046,0.0221033243
2457808.43130271,2457808.42995,16.9976666667,0.022041669
2457808.43141271,2457808.43006,16.9943333333,0.0220887594
2457808.43153271,2457808.43018,17.0333333333,0.0211063692
2457808.4316427,2457808.43029,17.0093333333,0.0220562649
2457808.4317627,2457808.43041,16.9866666667,0.0210911159
2457808.4318727,2457808.43052,16.9913333333,0.0211403239
2457808.43199269,2457808.43064,16.9956666667,0.0201968634
2457808.43211269,2457808.43076,17.002,0.0201613199
2457808.43222269,2457808.43087,17.029,0.0211715702
2457808.43234268,2457808.43099,17.0193333333,0.0210911159
2457808.43245268,2457808.4311,16.9676666667,0.0211403239
2457808.43257268,2457808.43122,16.9906666667,0.0211555417
2457808.43269267,2457808.43134,17.0043333333,0.0201613199
2457808.43280267,2457808.43145,17.015,0.0211715702
2457808.43292267,2457808.43157,17.0613333333,0.0220887594
2457808.43303266,2457808.43168,17.1106666667,0.0220562649
2457808.43315266,2457808.4318,17.043,0.0200360315
2457808.43327266,2457808.43192,17.0183333333,0.0221033243
2457808.43338265,2457808.43203,17.013,0.0211403239
2457808.43350265,2457808.43215,17.027,0.0192934027
2457808.43361265,2457808.43226,17.067,0.0230555187
2457808.43373264,2457808.43238,17.1223333333,0.0240116002
2457808.43384264,2457808.43249,17.1776666667,0.0240116002
2457808.43396264,2457808.43261,17.086,0.0221033243
2457808.43408263,2457808.43273,17.22,0.0268603578
2457808.43419263,2457808.43284,17.1966666667,0.0249430805
2457808.43431263,2457808.43296,17.202,0.0259467799
2457808.43442262,2457808.43307,17.1733333333,0.0239981935
2457808.43454262,2457808.43319,17.258,0.0259337029
2457808.43466262,2457808.43331,17.2213333333,0.024958231
2457808.43477261,2457808.43342,17.1436666667,0.0259337029
2457808.43489261,2457808.43354,17.179,0.0258811741
2457808.43500261,2457808.43365,17.2386666667,0.0249711222
2457808.4351226,2457808.43377,17.2293333333,0.0259337029
2457808.4352426,2457808.43389,17.2886666667,0.0268990138
2457808.4353526,2457808.434,17.2053333333,0.0259467799
2457808.43547259,2457808.43412,17.2206666667,0.0249711222
2457808.43558259,2457808.43423,17.212,0.0259095433
